"Y";"Y_L1";"Y_L2";"Y_L3";"Y_L4";"Y_L5";"Y_L6";"Y_L7";"Y_L8";"Y_L9";"Y_L10";"Y_L11";"F1";"F1_L1";"F1_L2";"F1_L3";"F1_L4";"F1_L5";"F1_L6";"F1_L7";"F1_L8";"F1_L9";"F1_L10";"F1_L11";"F2";"F2_L1";"F2_L2";"F2_L3";"F2_L4";"F2_L5";"F2_L6";"F2_L7";"F2_L8";"F2_L9";"F2_L10";"F2_L11";"F3";"F3_L1";"F3_L2";"F3_L3";"F3_L4";"F3_L5";"F3_L6";"F3_L7";"F3_L8";"F3_L9";"F3_L10";"F3_L11";"F4";"F4_L1";"F4_L2";"F4_L3";"F4_L4";"F4_L5";"F4_L6";"F4_L7";"F4_L8";"F4_L9";"F4_L10";"F4_L11";"F5";"F5_L1";"F5_L2";"F5_L3";"F5_L4";"F5_L5";"F5_L6";"F5_L7";"F5_L8";"F5_L9";"F5_L10";"F5_L11";"F6";"F6_L1";"F6_L2";"F6_L3";"F6_L4";"F6_L5";"F6_L6";"F6_L7";"F6_L8";"F6_L9";"F6_L10";"F6_L11";"F7";"F7_L1";"F7_L2";"F7_L3";"F7_L4";"F7_L5";"F7_L6";"F7_L7";"F7_L8";"F7_L9";"F7_L10";"F7_L11";"F8";"F8_L1";"F8_L2";"F8_L3";"F8_L4";"F8_L5";"F8_L6";"F8_L7";"F8_L8";"F8_L9";"F8_L10";"F8_L11"
-0,442;0,264;0,583;0,768;1,069;0,823;0,084;-0,538;-0,051;0,112;0,421;0,609;-3,67911662;-3,231378613;-2,822876611;-2,582458445;-2,552367599;-2,259778067;-2,906056833;-3,000684125;-2,856563434;-2,569125748;-2,445412672;-1,975191959;-0,583583241;-0,642208508;-0,83606319;-0,518858387;-0,738521238;-0,524153924;-0,417903055;-0,038854217;-0,044623464;0,010761733;0,11805081;-0,149472308;-0,252416665;-0,258887906;-0,238751975;-0,487553536;-0,104504278;-0,173808738;0,244550288;0,207740536;0,276106445;0,235027027;0,192111675;-0,063376831;-1,257890394;-1,274067374;-1,24088104;-1,060259027;-1,231799077;-1,197592766;-1,580100751;-1,784900114;-1,873374286;-2,104972143;-2,360480252;-2,398752985;-0,907537969;-0,97777175;-1,053312784;-1,200861586;-1,11057094;-1,375035538;-1,075980648;-0,947927828;-0,664576369;-0,441410606;-0,081348641;-0,045079723;0,419595953;0,559092915;0,611831758;0,767393804;0,806113001;0,879499086;0,74335178;0,763929741;0,939216734;0,923862244;0,773328626;0,707738184;-0,160725186;-0,142311117;-0,294508279;-0,320195456;-0,077157785;-0,201953843;-0,232320654;-0,288345916;-0,536124339;-0,75002795;-1,022192414;-0,943944588;0,378214087;0,15101478;0,089791683;0,192147794;-0,082045144;-0,051712578;-0,147700502;0,12771945;0,012612488;0,050456979;0,188525475;0,073517874
-1,613;-0,442;0,264;0,583;0,768;1,069;0,823;0,084;-0,538;-0,051;0,112;0,421;-4,333072805;-3,67911662;-3,231378613;-2,822876611;-2,582458445;-2,552367599;-2,259778067;-2,906056833;-3,000684125;-2,856563434;-2,569125748;-2,445412672;-0,756875471;-0,583583241;-0,642208508;-0,83606319;-0,518858387;-0,738521238;-0,524153924;-0,417903055;-0,038854217;-0,044623464;0,010761733;0,11805081;-0,295798354;-0,252416665;-0,258887906;-0,238751975;-0,487553536;-0,104504278;-0,173808738;0,244550288;0,207740536;0,276106445;0,235027027;0,192111675;-1,167004765;-1,257890394;-1,274067374;-1,24088104;-1,060259027;-1,231799077;-1,197592766;-1,580100751;-1,784900114;-1,873374286;-2,104972143;-2,360480252;-0,954346897;-0,907537969;-0,97777175;-1,053312784;-1,200861586;-1,11057094;-1,375035538;-1,075980648;-0,947927828;-0,664576369;-0,441410606;-0,081348641;0,142923786;0,419595953;0,559092915;0,611831758;0,767393804;0,806113001;0,879499086;0,74335178;0,763929741;0,939216734;0,923862244;0,773328626;0,033701033;-0,160725186;-0,142311117;-0,294508279;-0,320195456;-0,077157785;-0,201953843;-0,232320654;-0,288345916;-0,536124339;-0,75002795;-1,022192414;0,467153925;0,378214087;0,15101478;0,089791683;0,192147794;-0,082045144;-0,051712578;-0,147700502;0,12771945;0,012612488;0,050456979;0,188525475
-2,228;-1,613;-0,442;0,264;0,583;0,768;1,069;0,823;0,084;-0,538;-0,051;0,112;-4,505559476;-4,333072805;-3,67911662;-3,231378613;-2,822876611;-2,582458445;-2,552367599;-2,259778067;-2,906056833;-3,000684125;-2,856563434;-2,569125748;-0,833719884;-0,756875471;-0,583583241;-0,642208508;-0,83606319;-0,518858387;-0,738521238;-0,524153924;-0,417903055;-0,038854217;-0,044623464;0,010761733;-0,767090303;-0,295798354;-0,252416665;-0,258887906;-0,238751975;-0,487553536;-0,104504278;-0,173808738;0,244550288;0,207740536;0,276106445;0,235027027;-0,958640138;-1,167004765;-1,257890394;-1,274067374;-1,24088104;-1,060259027;-1,231799077;-1,197592766;-1,580100751;-1,784900114;-1,873374286;-2,104972143;-1,035041208;-0,954346897;-0,907537969;-0,97777175;-1,053312784;-1,200861586;-1,11057094;-1,375035538;-1,075980648;-0,947927828;-0,664576369;-0,441410606;-0,074421793;0,142923786;0,419595953;0,559092915;0,611831758;0,767393804;0,806113001;0,879499086;0,74335178;0,763929741;0,939216734;0,923862244;-0,103579157;0,033701033;-0,160725186;-0,142311117;-0,294508279;-0,320195456;-0,077157785;-0,201953843;-0,232320654;-0,288345916;-0,536124339;-0,75002795;0,571843092;0,467153925;0,378214087;0,15101478;0,089791683;0,192147794;-0,082045144;-0,051712578;-0,147700502;0,12771945;0,012612488;0,050456979
-2,334;-2,228;-1,613;-0,442;0,264;0,583;0,768;1,069;0,823;0,084;-0,538;-0,051;-4,490598313;-4,505559476;-4,333072805;-3,67911662;-3,231378613;-2,822876611;-2,582458445;-2,552367599;-2,259778067;-2,906056833;-3,000684125;-2,856563434;-1,093076147;-0,833719884;-0,756875471;-0,583583241;-0,642208508;-0,83606319;-0,518858387;-0,738521238;-0,524153924;-0,417903055;-0,038854217;-0,044623464;-1,078106526;-0,767090303;-0,295798354;-0,252416665;-0,258887906;-0,238751975;-0,487553536;-0,104504278;-0,173808738;0,244550288;0,207740536;0,276106445;-0,906158746;-0,958640138;-1,167004765;-1,257890394;-1,274067374;-1,24088104;-1,060259027;-1,231799077;-1,197592766;-1,580100751;-1,784900114;-1,873374286;-0,997858925;-1,035041208;-0,954346897;-0,907537969;-0,97777175;-1,053312784;-1,200861586;-1,11057094;-1,375035538;-1,075980648;-0,947927828;-0,664576369;-0,342814437;-0,074421793;0,142923786;0,419595953;0,559092915;0,611831758;0,767393804;0,806113001;0,879499086;0,74335178;0,763929741;0,939216734;-0,012108803;-0,103579157;0,033701033;-0,160725186;-0,142311117;-0,294508279;-0,320195456;-0,077157785;-0,201953843;-0,232320654;-0,288345916;-0,536124339;0,728103949;0,571843092;0,467153925;0,378214087;0,15101478;0,089791683;0,192147794;-0,082045144;-0,051712578;-0,147700502;0,12771945;0,012612488
-2,89;-2,334;-2,228;-1,613;-0,442;0,264;0,583;0,768;1,069;0,823;0,084;-0,538;-3,976794891;-4,490598313;-4,505559476;-4,333072805;-3,67911662;-3,231378613;-2,822876611;-2,582458445;-2,552367599;-2,259778067;-2,906056833;-3,000684125;-1,362166944;-1,093076147;-0,833719884;-0,756875471;-0,583583241;-0,642208508;-0,83606319;-0,518858387;-0,738521238;-0,524153924;-0,417903055;-0,038854217;-1,465454666;-1,078106526;-0,767090303;-0,295798354;-0,252416665;-0,258887906;-0,238751975;-0,487553536;-0,104504278;-0,173808738;0,244550288;0,207740536;-0,673217575;-0,906158746;-0,958640138;-1,167004765;-1,257890394;-1,274067374;-1,24088104;-1,060259027;-1,231799077;-1,197592766;-1,580100751;-1,784900114;-1,188672483;-0,997858925;-1,035041208;-0,954346897;-0,907537969;-0,97777175;-1,053312784;-1,200861586;-1,11057094;-1,375035538;-1,075980648;-0,947927828;-0,565499512;-0,342814437;-0,074421793;0,142923786;0,419595953;0,559092915;0,611831758;0,767393804;0,806113001;0,879499086;0,74335178;0,763929741;0,091387011;-0,012108803;-0,103579157;0,033701033;-0,160725186;-0,142311117;-0,294508279;-0,320195456;-0,077157785;-0,201953843;-0,232320654;-0,288345916;0,876935023;0,728103949;0,571843092;0,467153925;0,378214087;0,15101478;0,089791683;0,192147794;-0,082045144;-0,051712578;-0,147700502;0,12771945
-2,93;-2,89;-2,334;-2,228;-1,613;-0,442;0,264;0,583;0,768;1,069;0,823;0,084;-3,658622708;-3,976794891;-4,490598313;-4,505559476;-4,333072805;-3,67911662;-3,231378613;-2,822876611;-2,582458445;-2,552367599;-2,259778067;-2,906056833;-1,865744093;-1,362166944;-1,093076147;-0,833719884;-0,756875471;-0,583583241;-0,642208508;-0,83606319;-0,518858387;-0,738521238;-0,524153924;-0,417903055;-1,609233802;-1,465454666;-1,078106526;-0,767090303;-0,295798354;-0,252416665;-0,258887906;-0,238751975;-0,487553536;-0,104504278;-0,173808738;0,244550288;-0,449127463;-0,673217575;-0,906158746;-0,958640138;-1,167004765;-1,257890394;-1,274067374;-1,24088104;-1,060259027;-1,231799077;-1,197592766;-1,580100751;-1,010365875;-1,188672483;-0,997858925;-1,035041208;-0,954346897;-0,907537969;-0,97777175;-1,053312784;-1,200861586;-1,11057094;-1,375035538;-1,075980648;-0,59834692;-0,565499512;-0,342814437;-0,074421793;0,142923786;0,419595953;0,559092915;0,611831758;0,767393804;0,806113001;0,879499086;0,74335178;-0,112692274;0,091387011;-0,012108803;-0,103579157;0,033701033;-0,160725186;-0,142311117;-0,294508279;-0,320195456;-0,077157785;-0,201953843;-0,232320654;1,053004464;0,876935023;0,728103949;0,571843092;0,467153925;0,378214087;0,15101478;0,089791683;0,192147794;-0,082045144;-0,051712578;-0,147700502
-3,032;-2,93;-2,89;-2,334;-2,228;-1,613;-0,442;0,264;0,583;0,768;1,069;0,823;-3,324271953;-3,658622708;-3,976794891;-4,490598313;-4,505559476;-4,333072805;-3,67911662;-3,231378613;-2,822876611;-2,582458445;-2,552367599;-2,259778067;-2,157369457;-1,865744093;-1,362166944;-1,093076147;-0,833719884;-0,756875471;-0,583583241;-0,642208508;-0,83606319;-0,518858387;-0,738521238;-0,524153924;-2,056476256;-1,609233802;-1,465454666;-1,078106526;-0,767090303;-0,295798354;-0,252416665;-0,258887906;-0,238751975;-0,487553536;-0,104504278;-0,173808738;-0,181958203;-0,449127463;-0,673217575;-0,906158746;-0,958640138;-1,167004765;-1,257890394;-1,274067374;-1,24088104;-1,060259027;-1,231799077;-1,197592766;-0,942100132;-1,010365875;-1,188672483;-0,997858925;-1,035041208;-0,954346897;-0,907537969;-0,97777175;-1,053312784;-1,200861586;-1,11057094;-1,375035538;-0,697306529;-0,59834692;-0,565499512;-0,342814437;-0,074421793;0,142923786;0,419595953;0,559092915;0,611831758;0,767393804;0,806113001;0,879499086;-0,067845303;-0,112692274;0,091387011;-0,012108803;-0,103579157;0,033701033;-0,160725186;-0,142311117;-0,294508279;-0,320195456;-0,077157785;-0,201953843;1,104734389;1,053004464;0,876935023;0,728103949;0,571843092;0,467153925;0,378214087;0,15101478;0,089791683;0,192147794;-0,082045144;-0,051712578
-2,942;-3,032;-2,93;-2,89;-2,334;-2,228;-1,613;-0,442;0,264;0,583;0,768;1,069;-2,933955127;-3,324271953;-3,658622708;-3,976794891;-4,490598313;-4,505559476;-4,333072805;-3,67911662;-3,231378613;-2,822876611;-2,582458445;-2,552367599;-2,729335612;-2,157369457;-1,865744093;-1,362166944;-1,093076147;-0,833719884;-0,756875471;-0,583583241;-0,642208508;-0,83606319;-0,518858387;-0,738521238;-2,062007669;-2,056476256;-1,609233802;-1,465454666;-1,078106526;-0,767090303;-0,295798354;-0,252416665;-0,258887906;-0,238751975;-0,487553536;-0,104504278;0,105617192;-0,181958203;-0,449127463;-0,673217575;-0,906158746;-0,958640138;-1,167004765;-1,257890394;-1,274067374;-1,24088104;-1,060259027;-1,231799077;-0,365513638;-0,942100132;-1,010365875;-1,188672483;-0,997858925;-1,035041208;-0,954346897;-0,907537969;-0,97777175;-1,053312784;-1,200861586;-1,11057094;-0,438023653;-0,697306529;-0,59834692;-0,565499512;-0,342814437;-0,074421793;0,142923786;0,419595953;0,559092915;0,611831758;0,767393804;0,806113001;0,204708014;-0,067845303;-0,112692274;0,091387011;-0,012108803;-0,103579157;0,033701033;-0,160725186;-0,142311117;-0,294508279;-0,320195456;-0,077157785;1,316282156;1,104734389;1,053004464;0,876935023;0,728103949;0,571843092;0,467153925;0,378214087;0,15101478;0,089791683;0,192147794;-0,082045144
-2,653;-2,942;-3,032;-2,93;-2,89;-2,334;-2,228;-1,613;-0,442;0,264;0,583;0,768;-2,322491213;-2,933955127;-3,324271953;-3,658622708;-3,976794891;-4,490598313;-4,505559476;-4,333072805;-3,67911662;-3,231378613;-2,822876611;-2,582458445;-2,280430291;-2,729335612;-2,157369457;-1,865744093;-1,362166944;-1,093076147;-0,833719884;-0,756875471;-0,583583241;-0,642208508;-0,83606319;-0,518858387;-3,176701525;-2,062007669;-2,056476256;-1,609233802;-1,465454666;-1,078106526;-0,767090303;-0,295798354;-0,252416665;-0,258887906;-0,238751975;-0,487553536;0,581563276;0,105617192;-0,181958203;-0,449127463;-0,673217575;-0,906158746;-0,958640138;-1,167004765;-1,257890394;-1,274067374;-1,24088104;-1,060259027;-0,528013207;-0,365513638;-0,942100132;-1,010365875;-1,188672483;-0,997858925;-1,035041208;-0,954346897;-0,907537969;-0,97777175;-1,053312784;-1,200861586;-0,37659979;-0,438023653;-0,697306529;-0,59834692;-0,565499512;-0,342814437;-0,074421793;0,142923786;0,419595953;0,559092915;0,611831758;0,767393804;0,161138246;0,204708014;-0,067845303;-0,112692274;0,091387011;-0,012108803;-0,103579157;0,033701033;-0,160725186;-0,142311117;-0,294508279;-0,320195456;1,030026917;1,316282156;1,104734389;1,053004464;0,876935023;0,728103949;0,571843092;0,467153925;0,378214087;0,15101478;0,089791683;0,192147794
-2,049;-2,653;-2,942;-3,032;-2,93;-2,89;-2,334;-2,228;-1,613;-0,442;0,264;0,583;-2,007608637;-2,322491213;-2,933955127;-3,324271953;-3,658622708;-3,976794891;-4,490598313;-4,505559476;-4,333072805;-3,67911662;-3,231378613;-2,822876611;-3,16453876;-2,280430291;-2,729335612;-2,157369457;-1,865744093;-1,362166944;-1,093076147;-0,833719884;-0,756875471;-0,583583241;-0,642208508;-0,83606319;-2,277713677;-3,176701525;-2,062007669;-2,056476256;-1,609233802;-1,465454666;-1,078106526;-0,767090303;-0,295798354;-0,252416665;-0,258887906;-0,238751975;0,332883128;0,581563276;0,105617192;-0,181958203;-0,449127463;-0,673217575;-0,906158746;-0,958640138;-1,167004765;-1,257890394;-1,274067374;-1,24088104;0,404144869;-0,528013207;-0,365513638;-0,942100132;-1,010365875;-1,188672483;-0,997858925;-1,035041208;-0,954346897;-0,907537969;-0,97777175;-1,053312784;-0,326887972;-0,37659979;-0,438023653;-0,697306529;-0,59834692;-0,565499512;-0,342814437;-0,074421793;0,142923786;0,419595953;0,559092915;0,611831758;0,388365349;0,161138246;0,204708014;-0,067845303;-0,112692274;0,091387011;-0,012108803;-0,103579157;0,033701033;-0,160725186;-0,142311117;-0,294508279;1,022624923;1,030026917;1,316282156;1,104734389;1,053004464;0,876935023;0,728103949;0,571843092;0,467153925;0,378214087;0,15101478;0,089791683
-1,123;-2,049;-2,653;-2,942;-3,032;-2,93;-2,89;-2,334;-2,228;-1,613;-0,442;0,264;-2,170446274;-2,007608637;-2,322491213;-2,933955127;-3,324271953;-3,658622708;-3,976794891;-4,490598313;-4,505559476;-4,333072805;-3,67911662;-3,231378613;-2,673165466;-3,16453876;-2,280430291;-2,729335612;-2,157369457;-1,865744093;-1,362166944;-1,093076147;-0,833719884;-0,756875471;-0,583583241;-0,642208508;-2,674198082;-2,277713677;-3,176701525;-2,062007669;-2,056476256;-1,609233802;-1,465454666;-1,078106526;-0,767090303;-0,295798354;-0,252416665;-0,258887906;0,00721793599999999;0,332883128;0,581563276;0,105617192;-0,181958203;-0,449127463;-0,673217575;-0,906158746;-0,958640138;-1,167004765;-1,257890394;-1,274067374;1,105161822;0,404144869;-0,528013207;-0,365513638;-0,942100132;-1,010365875;-1,188672483;-0,997858925;-1,035041208;-0,954346897;-0,907537969;-0,97777175;-0,688233382;-0,326887972;-0,37659979;-0,438023653;-0,697306529;-0,59834692;-0,565499512;-0,342814437;-0,074421793;0,142923786;0,419595953;0,559092915;0,377747293;0,388365349;0,161138246;0,204708014;-0,067845303;-0,112692274;0,091387011;-0,012108803;-0,103579157;0,033701033;-0,160725186;-0,142311117;0,87869003;1,022624923;1,030026917;1,316282156;1,104734389;1,053004464;0,876935023;0,728103949;0,571843092;0,467153925;0,378214087;0,15101478
-1,233;-1,123;-2,049;-2,653;-2,942;-3,032;-2,93;-2,89;-2,334;-2,228;-1,613;-0,442;-2,174231567;-2,170446274;-2,007608637;-2,322491213;-2,933955127;-3,324271953;-3,658622708;-3,976794891;-4,490598313;-4,505559476;-4,333072805;-3,67911662;-2,676190465;-2,673165466;-3,16453876;-2,280430291;-2,729335612;-2,157369457;-1,865744093;-1,362166944;-1,093076147;-0,833719884;-0,756875471;-0,583583241;-2,991448368;-2,674198082;-2,277713677;-3,176701525;-2,062007669;-2,056476256;-1,609233802;-1,465454666;-1,078106526;-0,767090303;-0,295798354;-0,252416665;0,319481433;0,00721793599999999;0,332883128;0,581563276;0,105617192;-0,181958203;-0,449127463;-0,673217575;-0,906158746;-0,958640138;-1,167004765;-1,257890394;1,367602606;1,105161822;0,404144869;-0,528013207;-0,365513638;-0,942100132;-1,010365875;-1,188672483;-0,997858925;-1,035041208;-0,954346897;-0,907537969;-0,816524995;-0,688233382;-0,326887972;-0,37659979;-0,438023653;-0,697306529;-0,59834692;-0,565499512;-0,342814437;-0,074421793;0,142923786;0,419595953;0,259347502;0,377747293;0,388365349;0,161138246;0,204708014;-0,067845303;-0,112692274;0,091387011;-0,012108803;-0,103579157;0,033701033;-0,160725186;0,586356128;0,87869003;1,022624923;1,030026917;1,316282156;1,104734389;1,053004464;0,876935023;0,728103949;0,571843092;0,467153925;0,378214087
-1,043;-1,233;-1,123;-2,049;-2,653;-2,942;-3,032;-2,93;-2,89;-2,334;-2,228;-1,613;-1,662822644;-2,174231567;-2,170446274;-2,007608637;-2,322491213;-2,933955127;-3,324271953;-3,658622708;-3,976794891;-4,490598313;-4,505559476;-4,333072805;-2,922827076;-2,676190465;-2,673165466;-3,16453876;-2,280430291;-2,729335612;-2,157369457;-1,865744093;-1,362166944;-1,093076147;-0,833719884;-0,756875471;-3,04763743;-2,991448368;-2,674198082;-2,277713677;-3,176701525;-2,062007669;-2,056476256;-1,609233802;-1,465454666;-1,078106526;-0,767090303;-0,295798354;0,428284819;0,319481433;0,00721793599999999;0,332883128;0,581563276;0,105617192;-0,181958203;-0,449127463;-0,673217575;-0,906158746;-0,958640138;-1,167004765;1,536182183;1,367602606;1,105161822;0,404144869;-0,528013207;-0,365513638;-0,942100132;-1,010365875;-1,188672483;-0,997858925;-1,035041208;-0,954346897;-1,191508706;-0,816524995;-0,688233382;-0,326887972;-0,37659979;-0,438023653;-0,697306529;-0,59834692;-0,565499512;-0,342814437;-0,074421793;0,142923786;0,028974934;0,259347502;0,377747293;0,388365349;0,161138246;0,204708014;-0,067845303;-0,112692274;0,091387011;-0,012108803;-0,103579157;0,033701033;0,468564573;0,586356128;0,87869003;1,022624923;1,030026917;1,316282156;1,104734389;1,053004464;0,876935023;0,728103949;0,571843092;0,467153925
-0,751;-1,043;-1,233;-1,123;-2,049;-2,653;-2,942;-3,032;-2,93;-2,89;-2,334;-2,228;-1,283585509;-1,662822644;-2,174231567;-2,170446274;-2,007608637;-2,322491213;-2,933955127;-3,324271953;-3,658622708;-3,976794891;-4,490598313;-4,505559476;-2,402189004;-2,922827076;-2,676190465;-2,673165466;-3,16453876;-2,280430291;-2,729335612;-2,157369457;-1,865744093;-1,362166944;-1,093076147;-0,833719884;-3,649142966;-3,04763743;-2,991448368;-2,674198082;-2,277713677;-3,176701525;-2,062007669;-2,056476256;-1,609233802;-1,465454666;-1,078106526;-0,767090303;0,447511717;0,428284819;0,319481433;0,00721793599999999;0,332883128;0,581563276;0,105617192;-0,181958203;-0,449127463;-0,673217575;-0,906158746;-0,958640138;1,39878164;1,536182183;1,367602606;1,105161822;0,404144869;-0,528013207;-0,365513638;-0,942100132;-1,010365875;-1,188672483;-0,997858925;-1,035041208;-1,537605331;-1,191508706;-0,816524995;-0,688233382;-0,326887972;-0,37659979;-0,438023653;-0,697306529;-0,59834692;-0,565499512;-0,342814437;-0,074421793;-0,071579734;0,028974934;0,259347502;0,377747293;0,388365349;0,161138246;0,204708014;-0,067845303;-0,112692274;0,091387011;-0,012108803;-0,103579157;-0,108182094;0,468564573;0,586356128;0,87869003;1,022624923;1,030026917;1,316282156;1,104734389;1,053004464;0,876935023;0,728103949;0,571843092
-0,873;-0,751;-1,043;-1,233;-1,123;-2,049;-2,653;-2,942;-3,032;-2,93;-2,89;-2,334;-0,904542394;-1,283585509;-1,662822644;-2,174231567;-2,170446274;-2,007608637;-2,322491213;-2,933955127;-3,324271953;-3,658622708;-3,976794891;-4,490598313;-3,063792646;-2,402189004;-2,922827076;-2,676190465;-2,673165466;-3,16453876;-2,280430291;-2,729335612;-2,157369457;-1,865744093;-1,362166944;-1,093076147;-2,676014339;-3,649142966;-3,04763743;-2,991448368;-2,674198082;-2,277713677;-3,176701525;-2,062007669;-2,056476256;-1,609233802;-1,465454666;-1,078106526;-0,139874232;0,447511717;0,428284819;0,319481433;0,00721793599999999;0,332883128;0,581563276;0,105617192;-0,181958203;-0,449127463;-0,673217575;-0,906158746;1,824920913;1,39878164;1,536182183;1,367602606;1,105161822;0,404144869;-0,528013207;-0,365513638;-0,942100132;-1,010365875;-1,188672483;-0,997858925;-1,755067257;-1,537605331;-1,191508706;-0,816524995;-0,688233382;-0,326887972;-0,37659979;-0,438023653;-0,697306529;-0,59834692;-0,565499512;-0,342814437;0,00275271599999999;-0,071579734;0,028974934;0,259347502;0,377747293;0,388365349;0,161138246;0,204708014;-0,067845303;-0,112692274;0,091387011;-0,012108803;0,224433851;-0,108182094;0,468564573;0,586356128;0,87869003;1,022624923;1,030026917;1,316282156;1,104734389;1,053004464;0,876935023;0,728103949
-0,923;-0,873;-0,751;-1,043;-1,233;-1,123;-2,049;-2,653;-2,942;-3,032;-2,93;-2,89;-0,867231764;-0,904542394;-1,283585509;-1,662822644;-2,174231567;-2,170446274;-2,007608637;-2,322491213;-2,933955127;-3,324271953;-3,658622708;-3,976794891;-2,257144426;-3,063792646;-2,402189004;-2,922827076;-2,676190465;-2,673165466;-3,16453876;-2,280430291;-2,729335612;-2,157369457;-1,865744093;-1,362166944;-3,453834138;-2,676014339;-3,649142966;-3,04763743;-2,991448368;-2,674198082;-2,277713677;-3,176701525;-2,062007669;-2,056476256;-1,609233802;-1,465454666;0,317610508;-0,139874232;0,447511717;0,428284819;0,319481433;0,00721793599999999;0,332883128;0,581563276;0,105617192;-0,181958203;-0,449127463;-0,673217575;1,265466048;1,824920913;1,39878164;1,536182183;1,367602606;1,105161822;0,404144869;-0,528013207;-0,365513638;-0,942100132;-1,010365875;-1,188672483;-1,66234372;-1,755067257;-1,537605331;-1,191508706;-0,816524995;-0,688233382;-0,326887972;-0,37659979;-0,438023653;-0,697306529;-0,59834692;-0,565499512;0,043742213;0,00275271599999999;-0,071579734;0,028974934;0,259347502;0,377747293;0,388365349;0,161138246;0,204708014;-0,067845303;-0,112692274;0,091387011;0,309190526;0,224433851;-0,108182094;0,468564573;0,586356128;0,87869003;1,022624923;1,030026917;1,316282156;1,104734389;1,053004464;0,876935023
-1,454;-0,923;-0,873;-0,751;-1,043;-1,233;-1,123;-2,049;-2,653;-2,942;-3,032;-2,93;-0,546684365;-0,867231764;-0,904542394;-1,283585509;-1,662822644;-2,174231567;-2,170446274;-2,007608637;-2,322491213;-2,933955127;-3,324271953;-3,658622708;-2,906324337;-2,257144426;-3,063792646;-2,402189004;-2,922827076;-2,676190465;-2,673165466;-3,16453876;-2,280430291;-2,729335612;-2,157369457;-1,865744093;-3,20592612;-3,453834138;-2,676014339;-3,649142966;-3,04763743;-2,991448368;-2,674198082;-2,277713677;-3,176701525;-2,062007669;-2,056476256;-1,609233802;1,080330006;0,317610508;-0,139874232;0,447511717;0,428284819;0,319481433;0,00721793599999999;0,332883128;0,581563276;0,105617192;-0,181958203;-0,449127463;0,996523519;1,265466048;1,824920913;1,39878164;1,536182183;1,367602606;1,105161822;0,404144869;-0,528013207;-0,365513638;-0,942100132;-1,010365875;-1,049795299;-1,66234372;-1,755067257;-1,537605331;-1,191508706;-0,816524995;-0,688233382;-0,326887972;-0,37659979;-0,438023653;-0,697306529;-0,59834692;0,110263876;0,043742213;0,00275271599999999;-0,071579734;0,028974934;0,259347502;0,377747293;0,388365349;0,161138246;0,204708014;-0,067845303;-0,112692274;0,544434295;0,309190526;0,224433851;-0,108182094;0,468564573;0,586356128;0,87869003;1,022624923;1,030026917;1,316282156;1,104734389;1,053004464
-1,566;-1,454;-0,923;-0,873;-0,751;-1,043;-1,233;-1,123;-2,049;-2,653;-2,942;-3,032;-0,428263833;-0,546684365;-0,867231764;-0,904542394;-1,283585509;-1,662822644;-2,174231567;-2,170446274;-2,007608637;-2,322491213;-2,933955127;-3,324271953;-2,643305455;-2,906324337;-2,257144426;-3,063792646;-2,402189004;-2,922827076;-2,676190465;-2,673165466;-3,16453876;-2,280430291;-2,729335612;-2,157369457;-3,359620767;-3,20592612;-3,453834138;-2,676014339;-3,649142966;-3,04763743;-2,991448368;-2,674198082;-2,277713677;-3,176701525;-2,062007669;-2,056476256;1,09674655;1,080330006;0,317610508;-0,139874232;0,447511717;0,428284819;0,319481433;0,00721793599999999;0,332883128;0,581563276;0,105617192;-0,181958203;1,246198667;0,996523519;1,265466048;1,824920913;1,39878164;1,536182183;1,367602606;1,105161822;0,404144869;-0,528013207;-0,365513638;-0,942100132;-0,983359891;-1,049795299;-1,66234372;-1,755067257;-1,537605331;-1,191508706;-0,816524995;-0,688233382;-0,326887972;-0,37659979;-0,438023653;-0,697306529;0,154303798;0,110263876;0,043742213;0,00275271599999999;-0,071579734;0,028974934;0,259347502;0,377747293;0,388365349;0,161138246;0,204708014;-0,067845303;1,024404395;0,544434295;0,309190526;0,224433851;-0,108182094;0,468564573;0,586356128;0,87869003;1,022624923;1,030026917;1,316282156;1,104734389
