"F1";"F1_L1";"F1_L2";"F1_L3";"F1_L4";"F1_L5";"F1_L6";"F1_L7";"F1_L8";"F1_L9";"F1_L10";"F1_L11";"F2";"F2_L1";"F2_L2";"F2_L3";"F2_L4";"F2_L5";"F2_L6";"F2_L7";"F2_L8";"F2_L9";"F2_L10";"F2_L11";"F3";"F3_L1";"F3_L2";"F3_L3";"F3_L4";"F3_L5";"F3_L6";"F3_L7";"F3_L8";"F3_L9";"F3_L10";"F3_L11";"F4";"F4_L1";"F4_L2";"F4_L3";"F4_L4";"F4_L5";"F4_L6";"F4_L7";"F4_L8";"F4_L9";"F4_L10";"F4_L11";"F5";"F5_L1";"F5_L2";"F5_L3";"F5_L4";"F5_L5";"F5_L6";"F5_L7";"F5_L8";"F5_L9";"F5_L10";"F5_L11";"F6";"F6_L1";"F6_L2";"F6_L3";"F6_L4";"F6_L5";"F6_L6";"F6_L7";"F6_L8";"F6_L9";"F6_L10";"F6_L11";"F7";"F7_L1";"F7_L2";"F7_L3";"F7_L4";"F7_L5";"F7_L6";"F7_L7";"F7_L8";"F7_L9";"F7_L10";"F7_L11";"F8";"F8_L1";"F8_L2";"F8_L3";"F8_L4";"F8_L5";"F8_L6";"F8_L7";"F8_L8";"F8_L9";"F8_L10";"F8_L11"
-1,071632;-1,452672598;-1,722632354;-2,257392338;-2,777510977;-3,28175168;-3,442931666;-3,359458448;-3,282610807;-3,041547849;-2,861577293;-2,68370747;0,377050051;0,520201707;0,650395126;0,792086228;0,638634485;0,751993196;0,908410126;1,003597579;0,961223724;0,844810954;1,037114611;1,243928915;0,85830577;0,98201464;0,976030251;0,928866763;1,371865794;1,510807372;1,478239775;1,461645973;1,500007305;1,769122221;1,519918777;1,460322399;-0,079690631;-0,029142716;0,226237078;0,529066167;0,883945124;1,236116293;1,435331235;1,439870325;1,193576631;1,109505158;0,972305542;0,768145441;-1,141255187;-1,41294252;-1,721620772;-2,1621616;-2,365031902;-2,510896184;-2,565602205;-2,403640383;-2,323512363;-2,142116148;-2,040535609;-1,790125528;-0,990611891;-1,182723677;-1,122624385;-1,085095474;-0,895164591;-0,541850794;-0,254696746;-0,046731454;-0,045322378;0,18869772;0,170139691;0,149459409;0,485153291;0,248745451;0,155735539;0,240850477;0,105297878;-0,032290125;-0,170087495;-0,140243608;0,02033138;0,088178631;0,002840254;-0,193060608;0,506634301;0,636040522;0,773997431;0,795842719;0,683153163;0,418789144;0,31356547;0,271578983;0,304153851;0,328638996;-0,010330244;-0,038866291
-0,933432627;-1,071632;-1,452672598;-1,722632354;-2,257392338;-2,777510977;-3,28175168;-3,442931666;-3,359458448;-3,282610807;-3,041547849;-2,861577293;0,367109267;0,377050051;0,520201707;0,650395126;0,792086228;0,638634485;0,751993196;0,908410126;1,003597579;0,961223724;0,844810954;1,037114611;0,775918603;0,85830577;0,98201464;0,976030251;0,928866763;1,371865794;1,510807372;1,478239775;1,461645973;1,500007305;1,769122221;1,519918777;0,022466379;-0,079690631;-0,029142716;0,226237078;0,529066167;0,883945124;1,236116293;1,435331235;1,439870325;1,193576631;1,109505158;0,972305542;-0,869272229;-1,141255187;-1,41294252;-1,721620772;-2,1621616;-2,365031902;-2,510896184;-2,565602205;-2,403640383;-2,323512363;-2,142116148;-2,040535609;-0,800809736;-0,990611891;-1,182723677;-1,122624385;-1,085095474;-0,895164591;-0,541850794;-0,254696746;-0,046731454;-0,045322378;0,18869772;0,170139691;0,300038787;0,485153291;0,248745451;0,155735539;0,240850477;0,105297878;-0,032290125;-0,170087495;-0,140243608;0,02033138;0,088178631;0,002840254;0,392274042;0,506634301;0,636040522;0,773997431;0,795842719;0,683153163;0,418789144;0,31356547;0,271578983;0,304153851;0,328638996;-0,010330244
-0,744116093;-0,933432627;-1,071632;-1,452672598;-1,722632354;-2,257392338;-2,777510977;-3,28175168;-3,442931666;-3,359458448;-3,282610807;-3,041547849;0,488331177;0,367109267;0,377050051;0,520201707;0,650395126;0,792086228;0,638634485;0,751993196;0,908410126;1,003597579;0,961223724;0,844810954;0,617738225;0,775918603;0,85830577;0,98201464;0,976030251;0,928866763;1,371865794;1,510807372;1,478239775;1,461645973;1,500007305;1,769122221;-0,181948261;0,022466379;-0,079690631;-0,029142716;0,226237078;0,529066167;0,883945124;1,236116293;1,435331235;1,439870325;1,193576631;1,109505158;-0,481415845;-0,869272229;-1,141255187;-1,41294252;-1,721620772;-2,1621616;-2,365031902;-2,510896184;-2,565602205;-2,403640383;-2,323512363;-2,142116148;-0,794790967;-0,800809736;-0,990611891;-1,182723677;-1,122624385;-1,085095474;-0,895164591;-0,541850794;-0,254696746;-0,046731454;-0,045322378;0,18869772;0,196973057;0,300038787;0,485153291;0,248745451;0,155735539;0,240850477;0,105297878;-0,032290125;-0,170087495;-0,140243608;0,02033138;0,088178631;0,260893271;0,392274042;0,506634301;0,636040522;0,773997431;0,795842719;0,683153163;0,418789144;0,31356547;0,271578983;0,304153851;0,328638996
-0,185321776;-0,744116093;-0,933432627;-1,071632;-1,452672598;-1,722632354;-2,257392338;-2,777510977;-3,28175168;-3,442931666;-3,359458448;-3,282610807;0,361027365;0,488331177;0,367109267;0,377050051;0,520201707;0,650395126;0,792086228;0,638634485;0,751993196;0,908410126;1,003597579;0,961223724;0,279636871;0,617738225;0,775918603;0,85830577;0,98201464;0,976030251;0,928866763;1,371865794;1,510807372;1,478239775;1,461645973;1,500007305;-0,422930023;-0,181948261;0,022466379;-0,079690631;-0,029142716;0,226237078;0,529066167;0,883945124;1,236116293;1,435331235;1,439870325;1,193576631;-0,400268743;-0,481415845;-0,869272229;-1,141255187;-1,41294252;-1,721620772;-2,1621616;-2,365031902;-2,510896184;-2,565602205;-2,403640383;-2,323512363;-0,9102405;-0,794790967;-0,800809736;-0,990611891;-1,182723677;-1,122624385;-1,085095474;-0,895164591;-0,541850794;-0,254696746;-0,046731454;-0,045322378;0,272522861;0,196973057;0,300038787;0,485153291;0,248745451;0,155735539;0,240850477;0,105297878;-0,032290125;-0,170087495;-0,140243608;0,02033138;0,104205757;0,260893271;0,392274042;0,506634301;0,636040522;0,773997431;0,795842719;0,683153163;0,418789144;0,31356547;0,271578983;0,304153851
0,315211133;-0,185321776;-0,744116093;-0,933432627;-1,071632;-1,452672598;-1,722632354;-2,257392338;-2,777510977;-3,28175168;-3,442931666;-3,359458448;0,219420809;0,361027365;0,488331177;0,367109267;0,377050051;0,520201707;0,650395126;0,792086228;0,638634485;0,751993196;0,908410126;1,003597579;0,338762797;0,279636871;0,617738225;0,775918603;0,85830577;0,98201464;0,976030251;0,928866763;1,371865794;1,510807372;1,478239775;1,461645973;-0,732881189;-0,422930023;-0,181948261;0,022466379;-0,079690631;-0,029142716;0,226237078;0,529066167;0,883945124;1,236116293;1,435331235;1,439870325;0,039964666;-0,400268743;-0,481415845;-0,869272229;-1,141255187;-1,41294252;-1,721620772;-2,1621616;-2,365031902;-2,510896184;-2,565602205;-2,403640383;-0,71297795;-0,9102405;-0,794790967;-0,800809736;-0,990611891;-1,182723677;-1,122624385;-1,085095474;-0,895164591;-0,541850794;-0,254696746;-0,046731454;0,323479289;0,272522861;0,196973057;0,300038787;0,485153291;0,248745451;0,155735539;0,240850477;0,105297878;-0,032290125;-0,170087495;-0,140243608;0,072783341;0,104205757;0,260893271;0,392274042;0,506634301;0,636040522;0,773997431;0,795842719;0,683153163;0,418789144;0,31356547;0,271578983
0,708652635;0,315211133;-0,185321776;-0,744116093;-0,933432627;-1,071632;-1,452672598;-1,722632354;-2,257392338;-2,777510977;-3,28175168;-3,442931666;0,351879387;0,219420809;0,361027365;0,488331177;0,367109267;0,377050051;0,520201707;0,650395126;0,792086228;0,638634485;0,751993196;0,908410126;0,023901543;0,338762797;0,279636871;0,617738225;0,775918603;0,85830577;0,98201464;0,976030251;0,928866763;1,371865794;1,510807372;1,478239775;-1,022494631;-0,732881189;-0,422930023;-0,181948261;0,022466379;-0,079690631;-0,029142716;0,226237078;0,529066167;0,883945124;1,236116293;1,435331235;0,352744052;0,039964666;-0,400268743;-0,481415845;-0,869272229;-1,141255187;-1,41294252;-1,721620772;-2,1621616;-2,365031902;-2,510896184;-2,565602205;-0,676372702;-0,71297795;-0,9102405;-0,794790967;-0,800809736;-0,990611891;-1,182723677;-1,122624385;-1,085095474;-0,895164591;-0,541850794;-0,254696746;0,423831305;0,323479289;0,272522861;0,196973057;0,300038787;0,485153291;0,248745451;0,155735539;0,240850477;0,105297878;-0,032290125;-0,170087495;0,188688121;0,072783341;0,104205757;0,260893271;0,392274042;0,506634301;0,636040522;0,773997431;0,795842719;0,683153163;0,418789144;0,31356547
1,241415966;0,708652635;0,315211133;-0,185321776;-0,744116093;-0,933432627;-1,071632;-1,452672598;-1,722632354;-2,257392338;-2,777510977;-3,28175168;0,193146289;0,351879387;0,219420809;0,361027365;0,488331177;0,367109267;0,377050051;0,520201707;0,650395126;0,792086228;0,638634485;0,751993196;-0,296615466;0,023901543;0,338762797;0,279636871;0,617738225;0,775918603;0,85830577;0,98201464;0,976030251;0,928866763;1,371865794;1,510807372;-1,058955666;-1,022494631;-0,732881189;-0,422930023;-0,181948261;0,022466379;-0,079690631;-0,029142716;0,226237078;0,529066167;0,883945124;1,236116293;0,512093276;0,352744052;0,039964666;-0,400268743;-0,481415845;-0,869272229;-1,141255187;-1,41294252;-1,721620772;-2,1621616;-2,365031902;-2,510896184;-0,491924535;-0,676372702;-0,71297795;-0,9102405;-0,794790967;-0,800809736;-0,990611891;-1,182723677;-1,122624385;-1,085095474;-0,895164591;-0,541850794;0,312764216;0,423831305;0,323479289;0,272522861;0,196973057;0,300038787;0,485153291;0,248745451;0,155735539;0,240850477;0,105297878;-0,032290125;0,116152062;0,188688121;0,072783341;0,104205757;0,260893271;0,392274042;0,506634301;0,636040522;0,773997431;0,795842719;0,683153163;0,418789144
0,973458046;1,241415966;0,708652635;0,315211133;-0,185321776;-0,744116093;-0,933432627;-1,071632;-1,452672598;-1,722632354;-2,257392338;-2,777510977;0,173447051;0,193146289;0,351879387;0,219420809;0,361027365;0,488331177;0,367109267;0,377050051;0,520201707;0,650395126;0,792086228;0,638634485;-0,075376606;-0,296615466;0,023901543;0,338762797;0,279636871;0,617738225;0,775918603;0,85830577;0,98201464;0,976030251;0,928866763;1,371865794;-1,155882084;-1,058955666;-1,022494631;-0,732881189;-0,422930023;-0,181948261;0,022466379;-0,079690631;-0,029142716;0,226237078;0,529066167;0,883945124;0,94673523;0,512093276;0,352744052;0,039964666;-0,400268743;-0,481415845;-0,869272229;-1,141255187;-1,41294252;-1,721620772;-2,1621616;-2,365031902;-0,185528042;-0,491924535;-0,676372702;-0,71297795;-0,9102405;-0,794790967;-0,800809736;-0,990611891;-1,182723677;-1,122624385;-1,085095474;-0,895164591;0,231321455;0,312764216;0,423831305;0,323479289;0,272522861;0,196973057;0,300038787;0,485153291;0,248745451;0,155735539;0,240850477;0,105297878;-0,224492533;0,116152062;0,188688121;0,072783341;0,104205757;0,260893271;0,392274042;0,506634301;0,636040522;0,773997431;0,795842719;0,683153163
0,934596141;0,973458046;1,241415966;0,708652635;0,315211133;-0,185321776;-0,744116093;-0,933432627;-1,071632;-1,452672598;-1,722632354;-2,257392338;0,275308056;0,173447051;0,193146289;0,351879387;0,219420809;0,361027365;0,488331177;0,367109267;0,377050051;0,520201707;0,650395126;0,792086228;-0,310311875;-0,075376606;-0,296615466;0,023901543;0,338762797;0,279636871;0,617738225;0,775918603;0,85830577;0,98201464;0,976030251;0,928866763;-0,85619869;-1,155882084;-1,058955666;-1,022494631;-0,732881189;-0,422930023;-0,181948261;0,022466379;-0,079690631;-0,029142716;0,226237078;0,529066167;0,933034435;0,94673523;0,512093276;0,352744052;0,039964666;-0,400268743;-0,481415845;-0,869272229;-1,141255187;-1,41294252;-1,721620772;-2,1621616;0,301129127;-0,185528042;-0,491924535;-0,676372702;-0,71297795;-0,9102405;-0,794790967;-0,800809736;-0,990611891;-1,182723677;-1,122624385;-1,085095474;0,323300921;0,231321455;0,312764216;0,423831305;0,323479289;0,272522861;0,196973057;0,300038787;0,485153291;0,248745451;0,155735539;0,240850477;-0,464795938;-0,224492533;0,116152062;0,188688121;0,072783341;0,104205757;0,260893271;0,392274042;0,506634301;0,636040522;0,773997431;0,795842719
0,55540398;0,934596141;0,973458046;1,241415966;0,708652635;0,315211133;-0,185321776;-0,744116093;-0,933432627;-1,071632;-1,452672598;-1,722632354;0,273777103;0,275308056;0,173447051;0,193146289;0,351879387;0,219420809;0,361027365;0,488331177;0,367109267;0,377050051;0,520201707;0,650395126;-0,038945524;-0,310311875;-0,075376606;-0,296615466;0,023901543;0,338762797;0,279636871;0,617738225;0,775918603;0,85830577;0,98201464;0,976030251;-0,654161777;-0,85619869;-1,155882084;-1,058955666;-1,022494631;-0,732881189;-0,422930023;-0,181948261;0,022466379;-0,079690631;-0,029142716;0,226237078;1,101397051;0,933034435;0,94673523;0,512093276;0,352744052;0,039964666;-0,400268743;-0,481415845;-0,869272229;-1,141255187;-1,41294252;-1,721620772;0,638939664;0,301129127;-0,185528042;-0,491924535;-0,676372702;-0,71297795;-0,9102405;-0,794790967;-0,800809736;-0,990611891;-1,182723677;-1,122624385;0,144699477;0,323300921;0,231321455;0,312764216;0,423831305;0,323479289;0,272522861;0,196973057;0,300038787;0,485153291;0,248745451;0,155735539;-0,440806929;-0,464795938;-0,224492533;0,116152062;0,188688121;0,072783341;0,104205757;0,260893271;0,392274042;0,506634301;0,636040522;0,773997431
0,198297865;0,55540398;0,934596141;0,973458046;1,241415966;0,708652635;0,315211133;-0,185321776;-0,744116093;-0,933432627;-1,071632;-1,452672598;0,252813524;0,273777103;0,275308056;0,173447051;0,193146289;0,351879387;0,219420809;0,361027365;0,488331177;0,367109267;0,377050051;0,520201707;-0,029475778;-0,038945524;-0,310311875;-0,075376606;-0,296615466;0,023901543;0,338762797;0,279636871;0,617738225;0,775918603;0,85830577;0,98201464;-0,530453545;-0,654161777;-0,85619869;-1,155882084;-1,058955666;-1,022494631;-0,732881189;-0,422930023;-0,181948261;0,022466379;-0,079690631;-0,029142716;1,007659469;1,101397051;0,933034435;0,94673523;0,512093276;0,352744052;0,039964666;-0,400268743;-0,481415845;-0,869272229;-1,141255187;-1,41294252;0,795976297;0,638939664;0,301129127;-0,185528042;-0,491924535;-0,676372702;-0,71297795;-0,9102405;-0,794790967;-0,800809736;-0,990611891;-1,182723677;0,208910564;0,144699477;0,323300921;0,231321455;0,312764216;0,423831305;0,323479289;0,272522861;0,196973057;0,300038787;0,485153291;0,248745451;-0,650765914;-0,440806929;-0,464795938;-0,224492533;0,116152062;0,188688121;0,072783341;0,104205757;0,260893271;0,392274042;0,506634301;0,636040522
-0,080642913;0,198297865;0,55540398;0,934596141;0,973458046;1,241415966;0,708652635;0,315211133;-0,185321776;-0,744116093;-0,933432627;-1,071632;0,250192972;0,252813524;0,273777103;0,275308056;0,173447051;0,193146289;0,351879387;0,219420809;0,361027365;0,488331177;0,367109267;0,377050051;0,163127394;-0,029475778;-0,038945524;-0,310311875;-0,075376606;-0,296615466;0,023901543;0,338762797;0,279636871;0,617738225;0,775918603;0,85830577;-0,284387419;-0,530453545;-0,654161777;-0,85619869;-1,155882084;-1,058955666;-1,022494631;-0,732881189;-0,422930023;-0,181948261;0,022466379;-0,079690631;0,822753514;1,007659469;1,101397051;0,933034435;0,94673523;0,512093276;0,352744052;0,039964666;-0,400268743;-0,481415845;-0,869272229;-1,141255187;1,030431805;0,795976297;0,638939664;0,301129127;-0,185528042;-0,491924535;-0,676372702;-0,71297795;-0,9102405;-0,794790967;-0,800809736;-0,990611891;0,244423471;0,208910564;0,144699477;0,323300921;0,231321455;0,312764216;0,423831305;0,323479289;0,272522861;0,196973057;0,300038787;0,485153291;-0,558157031;-0,650765914;-0,440806929;-0,464795938;-0,224492533;0,116152062;0,188688121;0,072783341;0,104205757;0,260893271;0,392274042;0,506634301
-0,270984888;-0,080642913;0,198297865;0,55540398;0,934596141;0,973458046;1,241415966;0,708652635;0,315211133;-0,185321776;-0,744116093;-0,933432627;0,306027672;0,250192972;0,252813524;0,273777103;0,275308056;0,173447051;0,193146289;0,351879387;0,219420809;0,361027365;0,488331177;0,367109267;0,136482287;0,163127394;-0,029475778;-0,038945524;-0,310311875;-0,075376606;-0,296615466;0,023901543;0,338762797;0,279636871;0,617738225;0,775918603;-0,291847526;-0,284387419;-0,530453545;-0,654161777;-0,85619869;-1,155882084;-1,058955666;-1,022494631;-0,732881189;-0,422930023;-0,181948261;0,022466379;0,781808766;0,822753514;1,007659469;1,101397051;0,933034435;0,94673523;0,512093276;0,352744052;0,039964666;-0,400268743;-0,481415845;-0,869272229;0,965696135;1,030431805;0,795976297;0,638939664;0,301129127;-0,185528042;-0,491924535;-0,676372702;-0,71297795;-0,9102405;-0,794790967;-0,800809736;-0,065343403;0,244423471;0,208910564;0,144699477;0,323300921;0,231321455;0,312764216;0,423831305;0,323479289;0,272522861;0,196973057;0,300038787;-0,65230314;-0,558157031;-0,650765914;-0,440806929;-0,464795938;-0,224492533;0,116152062;0,188688121;0,072783341;0,104205757;0,260893271;0,392274042
-0,123795194;-0,270984888;-0,080642913;0,198297865;0,55540398;0,934596141;0,973458046;1,241415966;0,708652635;0,315211133;-0,185321776;-0,744116093;0,262983344;0,306027672;0,250192972;0,252813524;0,273777103;0,275308056;0,173447051;0,193146289;0,351879387;0,219420809;0,361027365;0,488331177;0,19736373;0,136482287;0,163127394;-0,029475778;-0,038945524;-0,310311875;-0,075376606;-0,296615466;0,023901543;0,338762797;0,279636871;0,617738225;-0,583963477;-0,291847526;-0,284387419;-0,530453545;-0,654161777;-0,85619869;-1,155882084;-1,058955666;-1,022494631;-0,732881189;-0,422930023;-0,181948261;0,478855828;0,781808766;0,822753514;1,007659469;1,101397051;0,933034435;0,94673523;0,512093276;0,352744052;0,039964666;-0,400268743;-0,481415845;0,729309734;0,965696135;1,030431805;0,795976297;0,638939664;0,301129127;-0,185528042;-0,491924535;-0,676372702;-0,71297795;-0,9102405;-0,794790967;0,115943607;-0,065343403;0,244423471;0,208910564;0,144699477;0,323300921;0,231321455;0,312764216;0,423831305;0,323479289;0,272522861;0,196973057;-0,431312171;-0,65230314;-0,558157031;-0,650765914;-0,440806929;-0,464795938;-0,224492533;0,116152062;0,188688121;0,072783341;0,104205757;0,260893271
-0,280658596;-0,123795194;-0,270984888;-0,080642913;0,198297865;0,55540398;0,934596141;0,973458046;1,241415966;0,708652635;0,315211133;-0,185321776;0,429337916;0,262983344;0,306027672;0,250192972;0,252813524;0,273777103;0,275308056;0,173447051;0,193146289;0,351879387;0,219420809;0,361027365;0,107209967;0,19736373;0,136482287;0,163127394;-0,029475778;-0,038945524;-0,310311875;-0,075376606;-0,296615466;0,023901543;0,338762797;0,279636871;-0,398011822;-0,583963477;-0,291847526;-0,284387419;-0,530453545;-0,654161777;-0,85619869;-1,155882084;-1,058955666;-1,022494631;-0,732881189;-0,422930023;0,318857698;0,478855828;0,781808766;0,822753514;1,007659469;1,101397051;0,933034435;0,94673523;0,512093276;0,352744052;0,039964666;-0,400268743;0,89520374;0,729309734;0,965696135;1,030431805;0,795976297;0,638939664;0,301129127;-0,185528042;-0,491924535;-0,676372702;-0,71297795;-0,9102405;0,07048372;0,115943607;-0,065343403;0,244423471;0,208910564;0,144699477;0,323300921;0,231321455;0,312764216;0,423831305;0,323479289;0,272522861;-0,41683406;-0,431312171;-0,65230314;-0,558157031;-0,650765914;-0,440806929;-0,464795938;-0,224492533;0,116152062;0,188688121;0,072783341;0,104205757
-0,393726379;-0,280658596;-0,123795194;-0,270984888;-0,080642913;0,198297865;0,55540398;0,934596141;0,973458046;1,241415966;0,708652635;0,315211133;0,457686235;0,429337916;0,262983344;0,306027672;0,250192972;0,252813524;0,273777103;0,275308056;0,173447051;0,193146289;0,351879387;0,219420809;0,259998835;0,107209967;0,19736373;0,136482287;0,163127394;-0,029475778;-0,038945524;-0,310311875;-0,075376606;-0,296615466;0,023901543;0,338762797;-0,523386565;-0,398011822;-0,583963477;-0,291847526;-0,284387419;-0,530453545;-0,654161777;-0,85619869;-1,155882084;-1,058955666;-1,022494631;-0,732881189;0,3698305;0,318857698;0,478855828;0,781808766;0,822753514;1,007659469;1,101397051;0,933034435;0,94673523;0,512093276;0,352744052;0,039964666;0,884042954;0,89520374;0,729309734;0,965696135;1,030431805;0,795976297;0,638939664;0,301129127;-0,185528042;-0,491924535;-0,676372702;-0,71297795;0,151109288;0,07048372;0,115943607;-0,065343403;0,244423471;0,208910564;0,144699477;0,323300921;0,231321455;0,312764216;0,423831305;0,323479289;-0,596141722;-0,41683406;-0,431312171;-0,65230314;-0,558157031;-0,650765914;-0,440806929;-0,464795938;-0,224492533;0,116152062;0,188688121;0,072783341
-0,69323498;-0,393726379;-0,280658596;-0,123795194;-0,270984888;-0,080642913;0,198297865;0,55540398;0,934596141;0,973458046;1,241415966;0,708652635;0,648144203;0,457686235;0,429337916;0,262983344;0,306027672;0,250192972;0,252813524;0,273777103;0,275308056;0,173447051;0,193146289;0,351879387;0,2940085;0,259998835;0,107209967;0,19736373;0,136482287;0,163127394;-0,029475778;-0,038945524;-0,310311875;-0,075376606;-0,296615466;0,023901543;-0,649739148;-0,523386565;-0,398011822;-0,583963477;-0,291847526;-0,284387419;-0,530453545;-0,654161777;-0,85619869;-1,155882084;-1,058955666;-1,022494631;0,313134606;0,3698305;0,318857698;0,478855828;0,781808766;0,822753514;1,007659469;1,101397051;0,933034435;0,94673523;0,512093276;0,352744052;0,719977218;0,884042954;0,89520374;0,729309734;0,965696135;1,030431805;0,795976297;0,638939664;0,301129127;-0,185528042;-0,491924535;-0,676372702;0,172185582;0,151109288;0,07048372;0,115943607;-0,065343403;0,244423471;0,208910564;0,144699477;0,323300921;0,231321455;0,312764216;0,423831305;-0,375842088;-0,596141722;-0,41683406;-0,431312171;-0,65230314;-0,558157031;-0,650765914;-0,440806929;-0,464795938;-0,224492533;0,116152062;0,188688121
-0,800232157;-0,69323498;-0,393726379;-0,280658596;-0,123795194;-0,270984888;-0,080642913;0,198297865;0,55540398;0,934596141;0,973458046;1,241415966;0,475358784;0,648144203;0,457686235;0,429337916;0,262983344;0,306027672;0,250192972;0,252813524;0,273777103;0,275308056;0,173447051;0,193146289;0,434339906;0,2940085;0,259998835;0,107209967;0,19736373;0,136482287;0,163127394;-0,029475778;-0,038945524;-0,310311875;-0,075376606;-0,296615466;-0,452631173;-0,649739148;-0,523386565;-0,398011822;-0,583963477;-0,291847526;-0,284387419;-0,530453545;-0,654161777;-0,85619869;-1,155882084;-1,058955666;0,108158654;0,313134606;0,3698305;0,318857698;0,478855828;0,781808766;0,822753514;1,007659469;1,101397051;0,933034435;0,94673523;0,512093276;0,67639863;0,719977218;0,884042954;0,89520374;0,729309734;0,965696135;1,030431805;0,795976297;0,638939664;0,301129127;-0,185528042;-0,491924535;0,073567684;0,172185582;0,151109288;0,07048372;0,115943607;-0,065343403;0,244423471;0,208910564;0,144699477;0,323300921;0,231321455;0,312764216;-0,452213801;-0,375842088;-0,596141722;-0,41683406;-0,431312171;-0,65230314;-0,558157031;-0,650765914;-0,440806929;-0,464795938;-0,224492533;0,116152062
-1,269599946;-0,800232157;-0,69323498;-0,393726379;-0,280658596;-0,123795194;-0,270984888;-0,080642913;0,198297865;0,55540398;0,934596141;0,973458046;0,543125551;0,475358784;0,648144203;0,457686235;0,429337916;0,262983344;0,306027672;0,250192972;0,252813524;0,273777103;0,275308056;0,173447051;0,78794119;0,434339906;0,2940085;0,259998835;0,107209967;0,19736373;0,136482287;0,163127394;-0,029475778;-0,038945524;-0,310311875;-0,075376606;-0,33542644;-0,452631173;-0,649739148;-0,523386565;-0,398011822;-0,583963477;-0,291847526;-0,284387419;-0,530453545;-0,654161777;-0,85619869;-1,155882084;0,210235893;0,108158654;0,313134606;0,3698305;0,318857698;0,478855828;0,781808766;0,822753514;1,007659469;1,101397051;0,933034435;0,94673523;0,80989334;0,67639863;0,719977218;0,884042954;0,89520374;0,729309734;0,965696135;1,030431805;0,795976297;0,638939664;0,301129127;-0,185528042;0,342764606;0,073567684;0,172185582;0,151109288;0,07048372;0,115943607;-0,065343403;0,244423471;0,208910564;0,144699477;0,323300921;0,231321455;-0,47312946;-0,452213801;-0,375842088;-0,596141722;-0,41683406;-0,431312171;-0,65230314;-0,558157031;-0,650765914;-0,440806929;-0,464795938;-0,224492533
-1,328371441;-1,269599946;-0,800232157;-0,69323498;-0,393726379;-0,280658596;-0,123795194;-0,270984888;-0,080642913;0,198297865;0,55540398;0,934596141;0,637964342;0,543125551;0,475358784;0,648144203;0,457686235;0,429337916;0,262983344;0,306027672;0,250192972;0,252813524;0,273777103;0,275308056;0,752191567;0,78794119;0,434339906;0,2940085;0,259998835;0,107209967;0,19736373;0,136482287;0,163127394;-0,029475778;-0,038945524;-0,310311875;-0,246383845;-0,33542644;-0,452631173;-0,649739148;-0,523386565;-0,398011822;-0,583963477;-0,291847526;-0,284387419;-0,530453545;-0,654161777;-0,85619869;0,049962356;0,210235893;0,108158654;0,313134606;0,3698305;0,318857698;0,478855828;0,781808766;0,822753514;1,007659469;1,101397051;0,933034435;0,770986596;0,80989334;0,67639863;0,719977218;0,884042954;0,89520374;0,729309734;0,965696135;1,030431805;0,795976297;0,638939664;0,301129127;0,361028943;0,342764606;0,073567684;0,172185582;0,151109288;0,07048372;0,115943607;-0,065343403;0,244423471;0,208910564;0,144699477;0,323300921;-0,371687814;-0,47312946;-0,452213801;-0,375842088;-0,596141722;-0,41683406;-0,431312171;-0,65230314;-0,558157031;-0,650765914;-0,440806929;-0,464795938
-1,577009124;-1,328371441;-1,269599946;-0,800232157;-0,69323498;-0,393726379;-0,280658596;-0,123795194;-0,270984888;-0,080642913;0,198297865;0,55540398;0,466255256;0,637964342;0,543125551;0,475358784;0,648144203;0,457686235;0,429337916;0,262983344;0,306027672;0,250192972;0,252813524;0,273777103;1,069629787;0,752191567;0,78794119;0,434339906;0,2940085;0,259998835;0,107209967;0,19736373;0,136482287;0,163127394;-0,029475778;-0,038945524;-0,282115988;-0,246383845;-0,33542644;-0,452631173;-0,649739148;-0,523386565;-0,398011822;-0,583963477;-0,291847526;-0,284387419;-0,530453545;-0,654161777;0,058490587;0,049962356;0,210235893;0,108158654;0,313134606;0,3698305;0,318857698;0,478855828;0,781808766;0,822753514;1,007659469;1,101397051;0,594104506;0,770986596;0,80989334;0,67639863;0,719977218;0,884042954;0,89520374;0,729309734;0,965696135;1,030431805;0,795976297;0,638939664;0,22309635;0,361028943;0,342764606;0,073567684;0,172185582;0,151109288;0,07048372;0,115943607;-0,065343403;0,244423471;0,208910564;0,144699477;-0,41829649;-0,371687814;-0,47312946;-0,452213801;-0,375842088;-0,596141722;-0,41683406;-0,431312171;-0,65230314;-0,558157031;-0,650765914;-0,440806929
